bhk,type,locality,region,area,price,price_unit,status,age,price_in_inr,price_per_sqft
2,Apartment,RNA NG N G Silver Spring Phase II,Mira Road East,1050,95.89,L,Ready to move,New,9589000.0,9132.380952380952
2,Apartment,Sandu Shilpadatta,Chembur,850,2.0,Cr,Under Construction,New,20000000.0,23529.41176470588
2,Apartment,Reputed Builder Mangeshi City Phase1,Kalyan West,850,55.0,L,Ready to move,Resale,5500000.0,6470.588235294118
1,Apartment, Riddhi Siddhi Apartment,Kalyan West,571,42.0,L,Ready to move,Resale,4200000.0,7355.516637478108
1,Apartment,Reputed Builder Ayush Palace,Kalyan West,500,37.99,L,Ready to move,Resale,3799000.0,7598.0
2,Apartment,Laxmi Om Tanishq Residency,Kalyan West,1060,59.0,L,Under Construction,Resale,5900000.0,5566.037735849057
1,Apartment,Swaraj Homes Kalyan Nagari Rachana CHS,Kalyan East,640,68.0,L,Ready to move,Resale,6800000.0,10625.0
1,Apartment,MS Vrindavan Palms,Kalyan West,675,59.0,L,Ready to move,Resale,5900000.0,8740.74074074074
1,Apartment,Gokul Nagari,Kalyan West,555,40.99,L,Ready to move,Resale,4099000.0,7385.585585585585
1,Apartment, Riddhi Siddhi Apartment,Kalyan West,571,42.0,L,Ready to move,Resale,4200000.0,7355.516637478108
1,Apartment,Reputed Builder Ayush Palace,Kalyan West,500,37.99,L,Ready to move,Resale,3799000.0,7598.0
2,Apartment,Laxmi Om Tanishq Residency,Kalyan West,1060,59.0,L,Under Construction,Resale,5900000.0,5566.037735849057
2,Apartment,Siddhi Highland Haven Building 1A Dew B Phase 1,Thane West,658,1.04,Cr,Ready to move,Resale,10400000.0,15805.47112462006
2,Apartment,Dosti West County,Thane West,654,1.1,Cr,Ready to move,Resale,11000000.0,16819.571865443424
3,Apartment,V R Keshav Kunj 3,Sanpada,1650,2.85,Cr,Ready to move,Resale,28500000.0,17272.727272727272
2,Apartment,Reputed Builder Shiv Mandiri Complex,Sanpada,850,1.2,Cr,Ready to move,Resale,12000000.0,14117.64705882353
2,Apartment,Goodwill Unity,Sanpada,1175,1.89,Cr,Under Construction,New,18900000.0,16085.106382978724
2,Apartment,Goodwill Unity,Sanpada,970,1.58,Cr,Under Construction,New,15800000.0,16288.659793814433
2,Apartment,Reputed Builder Olive Shallots CHS,Sanpada,1145,1.8,Cr,Ready to move,Resale,18000000.0,15720.524017467249
3,Apartment,Reputed Builder Presidential Towers,Ghatkopar West,1300,2.75,Cr,Ready to move,Resale,27500000.0,21153.846153846152
2,Apartment,Reputed Builder Shah Complex 1,Sanpada,840,1.2,Cr,Ready to move,Resale,12000000.0,14285.714285714286
1,Apartment,Vijay Garden,Thane West,400,52.0,L,Ready to move,Resale,5200000.0,13000.0
2,Apartment,Reputed Builder Lalani Residency,Thane West,630,95.0,L,Ready to move,Resale,9500000.0,15079.36507936508
1,Apartment,Lok Everest,Mulund West,800,1.23,Cr,Ready to move,Resale,12300000.0,15375.0
2,Apartment,Bachraj Lifespace,Virar,499,56.13,L,Under Construction,New,5613000.0,11248.496993987976
2,Apartment,Bachraj Lifespace,Virar,499,56.13,L,Under Construction,New,5613000.0,11248.496993987976
2,Apartment,Bachraj Lifespace,Virar,498,56.0,L,Under Construction,New,5600000.0,11244.979919678715
2,Apartment,Bachraj Lifespace,Virar,498,56.0,L,Under Construction,New,5600000.0,11244.979919678715
2,Apartment,Neminath Heights,Mira Road East,1000,90.0,L,Ready to move,Resale,9000000.0,9000.0
3,Apartment,Arkade Art,Mira Road East,1300,1.6,Cr,Ready to move,Resale,16000000.0,12307.692307692309
3,Apartment,Kinjal La Gardenia,Mira Road East,1300,1.2,Cr,Ready to move,Resale,12000000.0,9230.76923076923
1,Apartment,PNK Poonam Sagar Complex,Mira Road East,570,57.0,L,Ready to move,Resale,5700000.0,10000.0
1,Apartment,Reputed Builder Sai Niketan,Dahisar,540,95.0,L,Ready to move,Resale,9500000.0,17592.59259259259
3,Apartment,Rustomjee Seasons Wing D,Bandra East,1093,4.91,Cr,Under Construction,New,49100000.0,44922.23238792315
3,Apartment,Rustomjee Seasons Wing D,Bandra East,1093,4.91,Cr,Under Construction,New,49100000.0,44922.23238792315
1,Apartment,Rustomjee Seasons Wing D,Bandra East,550,2.47,Cr,Under Construction,New,24700000.000000004,44909.09090909092
1,Apartment,Rustomjee Seasons Wing D,Bandra East,550,2.47,Cr,Under Construction,New,24700000.000000004,44909.09090909092
3,Apartment,Rustomjee Seasons Wing D,Bandra East,1096,4.93,Cr,Under Construction,New,49300000.0,44981.75182481752
3,Apartment,Rustomjee Seasons Wing D,Bandra East,1096,4.93,Cr,Under Construction,New,49300000.0,44981.75182481752
3,Apartment,Rustomjee Seasons Wing D,Bandra East,1093,4.91,Cr,Under Construction,New,49100000.0,44922.23238792315
3,Apartment,Rustomjee Seasons Wing D,Bandra East,1093,4.91,Cr,Under Construction,New,49100000.0,44922.23238792315
1,Apartment,Rustomjee Seasons Wing D,Bandra East,550,2.47,Cr,Under Construction,New,24700000.000000004,44909.09090909092
1,Apartment,Rustomjee Seasons Wing D,Bandra East,550,2.47,Cr,Under Construction,New,24700000.000000004,44909.09090909092
3,Apartment,Rustomjee Seasons Wing D,Bandra East,1096,4.93,Cr,Under Construction,New,49300000.0,44981.75182481752
3,Apartment,Rustomjee Seasons Wing D,Bandra East,1096,4.93,Cr,Under Construction,New,49300000.0,44981.75182481752
3,Apartment,Rustomjee Seasons Wing D,Bandra East,945,4.25,Cr,Under Construction,New,42500000.0,44973.54497354497
3,Apartment,Rustomjee Seasons Wing D,Bandra East,945,4.25,Cr,Under Construction,New,42500000.0,44973.54497354497
3,Apartment,Rustomjee Seasons Wing D,Bandra East,996,4.48,Cr,Under Construction,New,44800000.00000001,44979.91967871487
3,Apartment,Rustomjee Seasons Wing D,Bandra East,996,4.48,Cr,Under Construction,New,44800000.00000001,44979.91967871487
2,Apartment,Reputed Builder Elara,Mira Road East,981,88.66,L,Ready to move,New,8866000.0,9037.716615698268
1,Apartment,Raunak Delight,Thane West,480,49.0,L,Ready to move,Resale,4900000.0,10208.333333333334
1,Apartment,Dynamix Parkwoods,Thane West,570,73.0,L,Ready to move,Resale,7300000.0,12807.017543859649
1,Apartment,Raunak Unnati Woods Phase 7,Thane West,490,57.0,L,Ready to move,Resale,5700000.0,11632.65306122449
2,Apartment,Dynamix Parkwoods,Thane West,770,1.07,Cr,Ready to move,Resale,10700000.0,13896.103896103896
1,Apartment,Raunak Unnati Woods Phase 7,Thane West,490,57.0,L,Ready to move,Resale,5700000.0,11632.65306122449
1,Apartment,Puraniks City Phase 3,Thane West,500,58.0,L,Ready to move,Resale,5800000.0,11600.0
1,Apartment,Reputed Builder Shruti Park,Thane West,530,65.0,L,Ready to move,Resale,6500000.0,12264.150943396226
1,Apartment,Raunak Delight,Thane West,480,49.0,L,Ready to move,Resale,4900000.0,10208.333333333334
2,Apartment,Reputed Builder Elara,Mira Road East,981,88.66,L,Ready to move,New,8866000.0,9037.716615698268
3,Apartment,Lodha Bellevue,Mahalaxmi,1447,3.96,Cr,Under Construction,New,39600000.0,27366.96613683483
1,Apartment,Dynamix Parkwoods,Thane West,570,73.0,L,Ready to move,Resale,7300000.0,12807.017543859649
1,Apartment,Vinay Unique Gardens,Virar,613,29.0,L,Ready to move,Resale,2900000.0,4730.831973898858
1,Apartment,Vinay Unique Gardens,Virar,613,29.5,L,Ready to move,Resale,2950000.0,4812.398042414356
2,Apartment,Lodha Palava Lakeshore Greens,Dombivali,893,46.5,L,Ready to move,Resale,4650000.0,5207.166853303472
2,Apartment,Lodha Palava Lakeshore Greens,Dombivali,893,47.0,L,Ready to move,Resale,4700000.0,5263.1578947368425
2,Apartment,Lodha Palava Lakeshore Greens,Dombivali,893,45.5,L,Ready to move,Resale,4550000.0,5095.18477043673
2,Apartment,Lodha Palava Lakeshore Greens,Dombivali,893,44.0,L,Ready to move,Resale,4400000.0,4927.211646136619
2,Apartment,Lodha Palava Lakeshore Greens,Dombivali,650,43.5,L,Ready to move,Resale,4350000.0,6692.307692307692
1,Apartment,Lodha Palava Lakeshore Greens,Dombivali,650,36.0,L,Ready to move,Resale,3600000.0,5538.461538461538
1,Apartment,Lodha Palava Lakeshore Greens,Dombivali,650,35.25,L,Ready to move,Resale,3525000.0,5423.076923076923
1,Apartment,Lodha Palava Lakeshore Greens,Dombivali,650,35.0,L,Ready to move,Resale,3500000.0,5384.615384615385
1,Apartment,Lodha Palava Lakeshore Greens,Dombivali,650,34.75,L,Ready to move,Resale,3475000.0,5346.153846153846
1,Apartment,Lodha Palava Lakeshore Greens,Dombivali,650,34.6,L,Ready to move,Resale,3460000.0,5323.076923076923
2,Apartment,Pramanik Walchand Paradise,Mira Road East,910,93.87,L,Ready to move,Resale,9387000.0,10315.384615384615
2,Apartment,SK Imperial Heights,Mira Road East,850,89.12,L,Ready to move,Resale,8912000.0,10484.70588235294
2,Apartment,Raj 127 Raj Homes A Wing,Mira Road East,946,93.5,L,Ready to move,New,9350000.0,9883.720930232557
1,Apartment,Unique Ivana,Mira Road East,740,59.0,L,Ready to move,Resale,5900000.0,7972.972972972973
1,Apartment,Umiya Oasis,Mira Road East,715,60.0,L,Ready to move,Resale,6000000.0,8391.608391608392
1,Apartment,Unique Elanza,Mira Road East,550,53.85,L,Ready to move,New,5385000.0,9790.90909090909
1,Apartment,Salasar Exotica I,Mira Road East,700,61.0,L,Ready to move,Resale,6100000.0,8714.285714285714
1,Apartment,SK Imperial Heights,Mira Road East,652,62.53,L,Ready to move,New,6253000.0,9590.490797546012
2,Apartment,Akshar Greystone,Ulwe,1150,1.1,Cr,Ready to move,Resale,11000000.0,9565.217391304348
2,Apartment,Sonal Yogi Krishna,Ulwe,1050,98.0,L,Ready to move,Resale,9800000.0,9333.333333333334
2,Apartment,Tricity Avenue,Ulwe,1200,1.0,Cr,Ready to move,Resale,10000000.0,8333.333333333334
2,Apartment,Bathija Siddhivinayak Solitaire,Kamothe,1175,85.0,L,Ready to move,Resale,8500000.0,7234.04255319149
2,Apartment,Satyam Majestic,Ulwe,1150,1.0,Cr,Ready to move,Resale,10000000.0,8695.652173913044
2,Apartment,Shreenathji Delta Luxuria,Airoli,1100,1.75,Cr,Under Construction,New,17500000.0,15909.09090909091
2,Apartment,Marathon Nexzone Acrux 2,Panvel,1050,78.0,L,Ready to move,Resale,7800000.0,7428.571428571428
2,Apartment,Marathon Nexzone Acrux 2,Panvel,1050,78.0,L,Ready to move,Resale,7800000.0,7428.571428571428
1,Apartment,Bhumiraj Meadows,Airoli,560,75.0,L,Ready to move,Resale,7500000.0,13392.857142857143
1,Apartment,Unique Ivana,Mira Road East,680,75.0,L,Ready to move,Resale,7500000.0,11029.411764705883
2,Apartment,Jangid Spring Rose,Mira Road East,805,86.0,L,Ready to move,Resale,8600000.0,10683.229813664597
2,Apartment,RNA NG NG Paradise,Mira Road East,985,80.0,L,Ready to move,Resale,8000000.0,8121.827411167513
3,Apartment,Reputed Builder Vimal Dham,Mira Road East,1100,1.15,Cr,Ready to move,Resale,11500000.0,10454.545454545454
2,Apartment,Deep Associates Deep Garden,Nalasopara West,595,33.0,L,Ready to move,New,3300000.0,5546.218487394958
2,Apartment,Chandak Chandak Greenairy,Borivali East,741,1.62,Cr,Under Construction,New,16200000.000000002,21862.348178137654
2,Apartment,Shah Heights,Kharghar,1100,1.5,Cr,Ready to move,Resale,15000000.0,13636.363636363636
2,Apartment,Metro Crown,Vikhroli,800,1.56,Cr,Under Construction,New,15600000.0,19500.0
3,Apartment,Reputed Builder Samrudhi Apartment,Mira Road East,1360,1.3,Cr,Ready to move,New,13000000.0,9558.823529411764
1,Apartment,Shree Nidhi Heights B Wing,Mira Road East,470,54.2,L,Ready to move,Resale,5420000.0,11531.91489361702
3,Apartment,JP North Barcelona,Mira Road East,1521,1.35,Cr,Under Construction,New,13500000.0,8875.739644970414
2,Apartment,SKD Pinnacolo And Pinnacolo NX,Mira Road East,867,89.5,L,Ready to move,New,8950000.0,10322.952710495963
2,Apartment,SKD Pinnacolo And Pinnacolo NX,Mira Road East,867,90.25,L,Ready to move,New,9025000.0,10409.457900807382
2,Apartment,Sanghvi Ecocity,Mira Road East,1148,1.25,Cr,Under Construction,New,12500000.0,10888.501742160279
2,Apartment,Raj Akshay,Mira Road East,975,87.75,L,Under Construction,New,8775000.0,9000.0
3,Apartment,JP Codename Dream Home Tower C,Mira Road East,1440,1.13,Cr,Under Construction,New,11299999.999999998,7847.222222222221
2,Apartment,Raj Heritage 2,Mira Road East,825,99.7,L,Ready to move,Resale,9970000.0,12084.848484848484
1,Apartment,Raj Heritage 2,Mira Road East,630,72.68,L,Ready to move,Resale,7268000.000000001,11536.507936507938
3,Apartment,Space Residence II Building No 4 B,Mira Road East,1350,1.3,Cr,Ready to move,Resale,13000000.0,9629.62962962963
2,Apartment,Umiya Oasis,Mira Road East,1070,88.0,L,Ready to move,Resale,8800000.0,8224.29906542056
2,Apartment,JP Codename Dream Home Tower C,Mira Road East,840,81.8,L,Ready to move,Resale,8180000.0,9738.095238095239
1,Apartment,JP Codename Dream Home Tower B,Mira Road East,620,66.0,L,Ready to move,Resale,6600000.0,10645.161290322581
3,Apartment,JP North Barcelona,Mira Road East,1350,1.45,Cr,Ready to move,Resale,14500000.0,10740.74074074074
1,Apartment,JP North Aviva,Mira Road East,468,55.0,L,Ready to move,Resale,5500000.0,11752.136752136752
1,Apartment,SK Imperial Heights,Mira Road East,652,62.32,L,Under Construction,New,6232000.0,9558.282208588957
1,Apartment,SK Imperial Heights,Mira Road East,652,63.1,L,Ready to move,Resale,6310000.0,9677.914110429449
2,Apartment,SK Imperial Heights,Mira Road East,850,91.21,L,Under Construction,New,9121000.0,10730.588235294117
2,Apartment,SKD Pinnacolo And Pinnacolo NX,Mira Road East,866,89.45,L,Ready to move,New,8945000.0,10329.099307159353
1,Apartment,Raj Heritage,Mira Road East,620,65.99,L,Ready to move,Resale,6598999.999999999,10643.548387096773
1,Apartment,Buddha Heights,Bhayandar East,530,54.1,L,Ready to move,Resale,5410000.0,10207.547169811322
2,Apartment,Shree Ramdev Heights,Mira Road East,957,82.41,L,Ready to move,Resale,8241000.0,8611.28526645768
2,Apartment,Reputed Builder Samrudhi Apartment,Mira Road East,1050,1.04,Cr,Ready to move,New,10400000.0,9904.761904761905
2,Apartment,JK IRIS,Mira Road East,1017,1.02,Cr,Under Construction,New,10200000.0,10029.498525073746
2,Apartment,Unique Ivana,Mira Road East,1090,88.29,L,Ready to move,New,8829000.0,8100.0
1,Apartment,Unique Ivana,Mira Road East,740,59.8,L,Ready to move,Resale,5980000.0,8081.081081081081
1,Apartment,Unique Ivana,Mira Road East,740,59.0,L,Ready to move,Resale,5900000.0,7972.972972972973
2,Apartment,Cllaro Urban Grandeur Bldg 2,Mira Road East,920,1.1,Cr,Ready to move,Resale,11000000.0,11956.521739130434
1,Apartment,Raj 127 Raj Homes A Wing,Mira Road East,670,61.02,L,Ready to move,Resale,6102000.0,9107.462686567163
1,Apartment,Raj 127 Raj Homes A Wing,Mira Road East,670,62.0,L,Ready to move,New,6200000.0,9253.731343283582
2,Apartment,Raj 127 Raj Homes A Wing,Mira Road East,880,88.9,L,Ready to move,Resale,8890000.0,10102.272727272728
1,Apartment,Pramanik Walchand Paradise,Mira Road East,680,65.0,L,Ready to move,Resale,6500000.0,9558.823529411764
2,Apartment,Raj Heritage 2,Mira Road East,1200,1.29,Cr,Ready to move,Resale,12900000.0,10750.0
2,Apartment,Sanghvi Ecocity,Mira Road East,1055,84.5,L,Ready to move,New,8450000.0,8009.478672985782
1,Apartment,MICL Aaradhya Highpark,Bhayandar East,555,67.9,L,Ready to move,Resale,6790000.000000001,12234.234234234236
1,Apartment,Raj Akshay,Mira Road East,750,67.45,L,Ready to move,Resale,6745000.0,8993.333333333334
2,Apartment,Lodha Mira Road Project 1,Mira Road East,904,92.0,L,Ready to move,New,9200000.0,10176.991150442478
1,Apartment,Strawberry The Address,Mira Road East,745,60.0,L,Ready to move,New,6000000.0,8053.6912751677855
2,Apartment,Cllaro Urban Grandeur Bldg 2,Mira Road East,920,1.09,Cr,Ready to move,New,10900000.0,11847.826086956522
2,Apartment,Raj Heritage,Mira Road East,850,96.4,L,Ready to move,Resale,9640000.0,11341.176470588236
2,Apartment,Raj Heritage,Mira Road East,850,96.4,L,Ready to move,Resale,9640000.0,11341.176470588236
1,Apartment,JP North Barcelona,Mira Road East,630,72.0,L,Ready to move,Resale,7200000.0,11428.57142857143
2,Apartment,JP North Barcelona,Mira Road East,920,95.0,L,Ready to move,Resale,9500000.0,10326.08695652174
2,Apartment,JP Codename HOTCAKE,Mira Road East,850,91.0,L,Ready to move,Resale,9100000.0,10705.882352941177
2,Apartment,Shree Ramdev Heights,Mira Road East,957,82.41,L,Ready to move,Resale,8241000.0,8611.28526645768
1,Apartment,Sanghvi Ecocity,Mira Road East,725,59.8,L,Ready to move,Resale,5980000.0,8248.275862068966
2,Apartment,Sanghvi Ecocity,Mira Road East,1055,85.41,L,Ready to move,Resale,8541000.0,8095.734597156398
1,Apartment,Techno Vision Vivanta Marvel,Mira Road East,650,61.2,L,Ready to move,New,6120000.0,9415.384615384615
1,Apartment,Sanghvi Ecocity Phase 3,Mira Road East,620,61.32,L,Ready to move,New,6132000.0,9890.322580645161
1,Apartment,Bhoomi Acropolis,Virar,613,28.5,L,Ready to move,Resale,2850000.0,4649.26590538336
1,Apartment,Bhoomi Acropolis,Virar,650,31.5,L,Ready to move,Resale,3150000.0,4846.153846153846
1,Apartment,Metro Crown,Vikhroli,450,1.1,Cr,Under Construction,New,11000000.0,24444.444444444445
1,Apartment,Reputed Builder Punit,Mulund East,660,1.0,Cr,Ready to move,Resale,10000000.0,15151.515151515152
1,Apartment,Srishti Om Srishti,Mulund West,542,95.0,L,Ready to move,Resale,9500000.0,17527.67527675277
1,Apartment,Swaraj Homes Tara Tower,Mulund West,550,95.0,L,Ready to move,Resale,9500000.0,17272.727272727272
2,Apartment, Asha Nagar,Mulund West,950,1.75,Cr,Ready to move,Resale,17500000.0,18421.052631578947
2,Apartment,Swaraj Homes Gala Nagar Chs,Mulund West,900,1.45,Cr,Ready to move,Resale,14500000.0,16111.111111111111
2,Apartment,Swaraj Homes Jalaram Ashish Apartment,Mulund West,1000,2.05,Cr,Ready to move,Resale,20500000.0,20500.0
1,Apartment,Reputed Builder Sudhir Tower,Mulund West,536,1.15,Cr,Ready to move,Resale,11500000.0,21455.223880597016
1,Apartment, Asha Nagar,Mulund West,650,1.05,Cr,Ready to move,Resale,10500000.0,16153.846153846154
2,Apartment,Kalpataru Crest,Bhandup West,1050,1.8,Cr,Ready to move,Resale,18000000.0,17142.85714285714
3,Apartment,Kalpataru Crest,Bhandup West,1650,2.3,Cr,Ready to move,Resale,23000000.0,13939.39393939394
3,Apartment,Kalpataru Crest,Bhandup West,1650,2.35,Cr,Ready to move,Resale,23500000.0,14242.424242424242
2,Apartment,Kalpataru Crest,Bhandup West,1250,1.65,Cr,Ready to move,Resale,16500000.0,13200.0
2,Apartment,Seema Rajdhani,Ghatkopar East,650,1.9,Cr,Under Construction,New,19000000.0,29230.76923076923
1,Apartment,Ace Enclave,Thane West,363,47.0,L,Under Construction,New,4700000.0,12947.658402203857
2,Apartment,Shri Ganesh Royal Altezza,Ghatkopar East,707,2.16,Cr,Under Construction,New,21600000.0,30551.62659123055
3,Apartment,Shri Ganesh Royal Altezza,Ghatkopar East,983,3.18,Cr,Under Construction,New,31800000.0,32349.949135300103
3,Apartment,Adani Adani The Views,Ghatkopar East,1056,2.74,Cr,Under Construction,New,27400000.000000004,25946.9696969697
1,Apartment,Srishti Oasis,Bhandup West,481,98.4,L,Under Construction,New,9840000.0,20457.38045738046
2,Apartment,Srishti Oasis,Bhandup West,623,1.28,Cr,Under Construction,New,12800000.0,20545.746388443018
3,Apartment,Lakhani Empire Towers,Thane West,931,2.4,Cr,Under Construction,New,24000000.0,25778.73254564984
1,Apartment,Raunak Serene,Thane West,360,69.99,L,Under Construction,New,6998999.999999999,19441.666666666664
1,Apartment,Siddhi Highland Haven Building 6F Mist B Phase 5,Thane West,497,69.0,L,Under Construction,New,6900000.0,13883.299798792757
1,Apartment,Godrej Emerald,Thane West,512,1.02,Cr,Under Construction,New,10200000.0,19921.875
2,Apartment,Lodha Codename Limited Edition,Mulund East,710,1.9,Cr,Under Construction,New,19000000.0,26760.563380281692
2,Apartment,Lodha Codename Limited Edition,Mulund East,750,1.99,Cr,Under Construction,New,19900000.0,26533.333333333332
3,Apartment,Lodha Codename Limited Edition,Mulund East,977,2.6,Cr,Under Construction,New,26000000.0,26612.077789150462
3,Apartment,Lodha Codename Limited Edition,Mulund East,1146,3.1,Cr,Under Construction,New,31000000.0,27050.61082024433
2,Apartment,Raymond Ten X Habitat Raymond Realty Tower F,Thane West,670,1.58,Cr,Under Construction,New,15800000.0,23582.089552238805
2,Apartment,Raymond Ten X Habitat Raymond Realty Tower F,Thane West,516,1.24,Cr,Under Construction,New,12400000.0,24031.007751937985
1,Apartment,Saptashree Guruprerna,Thane West,359,97.2,L,Under Construction,New,9720000.0,27075.208913649025
1,Apartment,Saptashree Guruprerna,Thane West,504,1.44,Cr,Under Construction,New,14400000.0,28571.428571428572
4,Apartment,Indiabulls Sky,Lower Parel,2640,11.0,Cr,Ready to move,Resale,110000000.0,41666.666666666664
2,Apartment,Maan Classic,Mira Road East,965,75.0,L,Ready to move,New,7500000.0,7772.020725388601
2,Apartment,Vinay Unique Gardens,Virar,970,44.45,L,Ready to move,Resale,4445000.0,4582.474226804124
1,Studio Apartment,Shree Ostwal Horizon,Mira Road East,355,37.0,L,Under Construction,New,3700000.0,10422.535211267606
1,Apartment,Si Construction Shanza Height,Mira Road East,625,52.0,L,Ready to move,Resale,5200000.0,8320.0
1,Apartment,MAAD Dew Berry,Nala Sopara,675,29.0,L,Ready to move,Resale,2900000.0,4296.2962962962965
2,Apartment,Rishabh Devshrishti Complex Building No 1 Wing F,Nala Sopara,900,43.0,L,Ready to move,Resale,4300000.0,4777.777777777777
2,Apartment,Prince Aly Khan Hospital The Aga Hall Estate,Mazagaon,1086,3.5,Cr,Under Construction,New,35000000.0,32228.360957642726
3,Apartment,Piramal Aranya,Byculla,2582,7.45,Cr,Under Construction,New,74500000.0,28853.601859024013
2,Apartment,Piramal Aranya,Byculla,1293,3.91,Cr,Under Construction,New,39100000.0,30239.752513534415
3,Apartment,JP Codename Dream Home Tower B,Mira Road East,1400,1.28,Cr,Under Construction,New,12800000.0,9142.857142857143
3,Apartment,Anusmera Celeste,Chembur,1300,3.5,Cr,Ready to move,Resale,35000000.0,26923.076923076922
3,Apartment,Mayfair Greens,Kandivali West,1750,3.5,Cr,Ready to move,Resale,35000000.0,20000.0
2,Apartment,Paradise Sai World City,Panvel,1300,1.2,Cr,Under Construction,New,12000000.0,9230.76923076923
2,Apartment,Reputed Builder Ajay Apartment,Malad West,1039,2.25,Cr,Ready to move,Resale,22500000.0,21655.43792107796
1,Apartment,Reputed Builder Raheja complex,Thane West,630,55.0,L,Ready to move,Resale,5500000.0,8730.15873015873
2,Apartment,Shree Sai Sawlaram Shrishti Residency,Kalyan West,895,70.0,L,Ready to move,Resale,7000000.0,7821.229050279329
1,Apartment,Vaishnavi Heights,Kalyan East,685,43.99,L,Ready to move,Resale,4399000.0,6421.8978102189785
1,Apartment,Reputed Builder Shreeji Park,Kalyan West,565,37.99,L,Ready to move,Resale,3799000.0,6723.8938053097345
1,Apartment,Parekh Deepali Residency,Badlapur East,370,24.0,L,Under Construction,New,2400000.0,6486.486486486487
1,Apartment,Parekh Deepali Residency,Badlapur East,353,21.85,L,Under Construction,New,2185000.0,6189.801699716714
1,Apartment,Parekh Deepali Residency,Badlapur East,363,22.47,L,Under Construction,New,2247000.0,6190.082644628099
1,Apartment,Parekh Deepali Residency,Badlapur East,354,21.91,L,Under Construction,New,2191000.0,6189.265536723164
1,Apartment,Parekh Deepali Residency,Badlapur East,344,21.3,L,Under Construction,New,2130000.0,6191.860465116279
2,Apartment,Parekh Deepali Residency,Badlapur East,422,33.0,L,Under Construction,New,3300000.0,7819.905213270142
1,Apartment,Parekh Deepali Residency,Badlapur East,355,21.98,L,Under Construction,New,2198000.0,6191.549295774648
1,Apartment,Parekh Deepali Residency,Badlapur East,323,20.0,L,Under Construction,New,2000000.0,6191.950464396285
1,Apartment,Sunteck One World,Naigaon East,374,34.0,L,Under Construction,New,3400000.0,9090.90909090909
2,Apartment,Sunteck One World,Naigaon East,516,44.0,L,Under Construction,New,4400000.0,8527.131782945737
6,Apartment,Reputed Builder Shree Sai Sneha Complex,Mira Road East,3800,2.6,Cr,Ready to move,Resale,26000000.0,6842.105263157895
3,Apartment,JP Codename Dream Home Tower C,Mira Road East,1389,1.33,Cr,Under Construction,New,13300000.0,9575.233981281497
3,Apartment,Chheda Avighna Building No 3,Mira Road East,1350,1.12,Cr,Under Construction,New,11200000.000000002,8296.296296296297
2,Apartment,Runwal Forest Tower 1 To 4,Kanjurmarg,770,1.22,Cr,Ready to move,Resale,12200000.0,15844.155844155845
2,Apartment,Siddharth Enclave,Lower Parel,950,2.8,Cr,Ready to move,Resale,28000000.0,29473.684210526317
3,Apartment,Sabari Ashiana,Chembur,1300,4.5,Cr,Ready to move,New,45000000.0,34615.38461538462
3,Apartment,Lokhandwala Lady Ratan Tower,Worli,1300,5.5,Cr,Ready to move,Resale,55000000.0,42307.692307692305
3,Apartment,Swaraj Homes Pacific Avenue,Santacruz West,1650,8.99,Cr,Ready to move,Resale,89900000.0,54484.84848484849
3,Apartment,Kabra Shabnam,Juhu,980,3.82,Cr,Ready to move,Resale,38200000.0,38979.5918367347
4,Apartment,Urja Elite Enclave,Kharghar,2200,9.0,Cr,Ready to move,New,90000000.0,40909.09090909091
3,Apartment,Urja Elite Enclave,Kharghar,1150,4.0,Cr,Ready to move,New,40000000.0,34782.608695652176
2,Apartment,Reputed Builder Montreal Tower,Andheri West,910,2.65,Cr,Ready to move,Resale,26500000.0,29120.879120879123
1,Apartment,Vinay Unique Gardens,Virar,663,31.0,L,Ready to move,Resale,3100000.0,4675.716440422323
1,Apartment,Cosmos Legend,Virar,675,29.0,L,Ready to move,Resale,2900000.0,4296.2962962962965
1,Apartment,Dudhwala Complex,Agripada,545,1.6,Cr,Ready to move,Resale,16000000.0,29357.798165137614
2,Apartment,Omkar Veda Exclusive,Parel,1250,2.6,Cr,Ready to move,Resale,26000000.0,20800.0
3,Apartment,Naman Regency Naman Regency,Byculla,1710,4.5,Cr,Under Construction,New,45000000.0,26315.78947368421
2,Apartment,Marathon Monte South,Byculla,1395,3.49,Cr,Under Construction,New,34900000.0,25017.921146953406
3,Apartment,Marathon Monte South,Byculla,1867,4.89,Cr,Under Construction,New,48900000.0,26191.75147295126
2,Apartment,Piramal Aranya,Byculla,1795,5.75,Cr,Under Construction,New,57500000.0,32033.42618384401
2,Apartment,SKD Pinnacolo And Pinnacolo NX,Mira Road East,1010,85.47,L,Under Construction,New,8547000.0,8462.376237623763
1,Apartment,Wadhwa Solitaire,Thane West,700,74.0,L,Ready to move,Resale,7400000.0,10571.42857142857
2,Apartment,Siddhi Highland Park,Thane West,980,1.14,Cr,Ready to move,Resale,11399999.999999998,11632.653061224488
1,Apartment,Welcome C G Park,Bhiwandi,430,16.34,L,Under Construction,New,1634000.0,3800.0
1,Apartment,RNA NG NG Shelter,Mira Road East,575,55.99,L,Ready to move,Resale,5599000.0,9737.391304347826
1,Apartment,Cosmos Legend,Virar,675,29.5,L,Ready to move,Resale,2950000.0,4370.37037037037
3,Apartment,Lodha Palava Lakeshore Greens,Dombivali,1200,76.0,L,Ready to move,Resale,7600000.0,6333.333333333333
