bhk,type,locality,region,area,price,price_unit,status,age,price_in_inr,price_per_sqft
2,Apartment, Sadashiv Puram,Ambarnath,970,38.0,L,Ready to move,Unknown,3800000.0,3917.5257731958764
1,Apartment,Laxmi Shankar Heights Phase 3,Ambernath West,670,25.0,L,Ready to move,Unknown,2500000.0,3731.3432835820895
3,Apartment,Kanungo Pinnacolo,Mira Road East,1400,1.23,Cr,Ready to move,Unknown,12300000.0,8785.714285714286
3,Apartment,Hiranandani Meadows,Thane West,1750,3.25,Cr,Ready to move,Unknown,32500000.0,18571.428571428572
1,Studio Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,410,24.98,L,Ready to move,New,2498000.0,6092.682926829269
1,Apartment,Beauty Landmark,Bhandup West,630,82.0,L,Ready to move,Resale,8200000.0,13015.873015873016
1,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,600,31.5,L,Ready to move,New,3150000.0,5250.0
1,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,600,29.94,L,Ready to move,New,2994000.0,4990.0
1,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,600,29.91,L,Ready to move,New,2991000.0,4985.0
2,Apartment,Bhoomi Gobind Bhavan,Khar,800,3.8,Cr,Ready to move,Resale,38000000.0,47500.0
2,Apartment,Swaraj Homes Sonata Apartment,Bandra West,1350,7.75,Cr,Ready to move,Resale,77500000.0,57407.40740740741
2,Apartment,Shree Shakun Heights,Goregaon East,876,1.8,Cr,Ready to move,Resale,18000000.0,20547.945205479453
3,Apartment,Siddharth Rajita Villa,Chembur,1700,4.5,Cr,Under Construction,New,45000000.0,26470.58823529412
2,Apartment,Sadguru Brothers Paradise,Mira Road East,980,74.5,L,Ready to move,Resale,7450000.0,7602.040816326531
1,Apartment,RNA NG N G Tivoli Phase I,Mira Road East,680,54.99,L,Ready to move,Resale,5499000.0,8086.764705882353
2,Apartment,RNA NG N G Tivoli Phase I,Mira Road East,980,74.99,L,Ready to move,Resale,7498999.999999999,7652.040816326529
2,Apartment,Veena Serenity,Chembur,820,1.7,Cr,Ready to move,Resale,17000000.0,20731.70731707317
2,Apartment,Motwani Builders Deep Tower,Andheri West,1100,2.35,Cr,Ready to move,Unknown,23500000.0,21363.636363636364
1,Apartment,Mohan Suburbia,Ambernath West,720,30.0,L,Ready to move,Unknown,3000000.0,4166.666666666667
1,Apartment,Laxmi Shankar Heights Phase 2,Ambernath West,615,21.0,L,Ready to move,Unknown,2100000.0,3414.6341463414633
4,Apartment,Mahesh Indra Darshan,Andheri West,2020,5.6,Cr,Ready to move,Unknown,56000000.0,27722.772277227723
3,Apartment,Hiranandani Estate,Thane West,2150,2.7,Cr,Ready to move,Unknown,27000000.0,12558.139534883721
1,Apartment,Happy Home Sarvoday Greens Phase 2 Tower No 2,Bhiwandi,740,33.7,L,Under Construction,New,3370000.0000000005,4554.054054054055
1,Apartment,Avant Heritage III,Jogeshwari East,494,91.2,L,Under Construction,New,9120000.0,18461.53846153846
1,Apartment,Avant Heritage III,Jogeshwari East,555,1.02,Cr,Under Construction,New,10200000.0,18378.37837837838
2,Apartment,Avant Heritage III,Jogeshwari East,785,1.41,Cr,Under Construction,New,14100000.0,17961.783439490446
1,Apartment,Sethia Aashray,Kandivali East,513,83.0,L,Under Construction,New,8300000.0,16179.337231968811
2,Apartment,Regency Regency Heights,Thane West,1225,1.5,Cr,Ready to move,Resale,15000000.0,12244.897959183674
2,Apartment,Sethia Aashray,Kandivali East,676,1.12,Cr,Under Construction,New,11200000.000000002,16568.04733727811
1,Apartment,Sethia Aashray,Kandivali East,474,77.0,L,Under Construction,New,7700000.0,16244.725738396624
1,Apartment,Annapurna Span Signature,Bhayandar West,715,78.11,L,Ready to move,New,7811000.0,10924.475524475525
1,Apartment,Matrix Homes,Ulwe,675,39.0,L,Under Construction,New,3900000.0,5777.777777777777
3,Apartment,Hiranandani Estate,Thane West,2150,2.7,Cr,Ready to move,Unknown,27000000.0,12558.139534883721
3,Apartment,Vasant Vasant Vihar,Thane West,1893,2.95,Cr,Ready to move,Unknown,29500000.0,15583.729529846803
3,Apartment,Prestige Siesta,Mulund West,1441,3.4,Cr,Under Construction,New,34000000.0,23594.72588480222
2,Apartment,Paradise Sai Harmony,Ulwe,1125,75.0,L,Ready to move,Resale,7500000.0,6666.666666666667
3,Apartment,Lodha Codename Premier,Dombivali,1366,81.0,L,Ready to move,New,8100000.0,5929.721815519766
1,Apartment,Regency Regency Anantam,Dombivali,948,54.0,L,Ready to move,New,5400000.0,5696.202531645569
3,Apartment,Prestige Siesta,Mulund West,1441,3.4,Cr,Under Construction,New,34000000.0,23594.72588480222
2,Apartment,Kabra Happy Valley,Thane West,1050,1.15,Cr,Ready to move,Unknown,11500000.0,10952.380952380952
1,Apartment,Nisarg Greens,Ambernath East,730,39.0,L,Ready to move,Unknown,3900000.0,5342.465753424657
2,Apartment,Piramal Vaikunth Cluster 1,Thane West,1447,1.44,Cr,Under Construction,Unknown,14400000.0,9951.62404975812
3,Apartment,Piramal Vaikunth Cluster 1,Thane West,2045,2.14,Cr,Under Construction,Unknown,21400000.0,10464.547677261613
2,Apartment,Piramal Vaikunth Cluster 1,Thane West,1519,1.51,Cr,Under Construction,Unknown,15100000.0,9940.750493745885
2,Apartment,Piramal Vaikunth Cluster 1,Thane West,1576,1.57,Cr,Under Construction,Unknown,15700000.0,9961.928934010153
2,Apartment,Piramal Vaikunth Cluster 1,Thane West,1643,1.64,Cr,Under Construction,Unknown,16399999.999999998,9981.740718198416
2,Apartment,Piramal Vaikunth Cluster 1,Thane West,1713,1.71,Cr,Under Construction,Unknown,17100000.0,9982.486865148861
2,Apartment,Piramal Vaikunth Cluster 1,Thane West,1516,1.51,Cr,Under Construction,Unknown,15100000.0,9960.42216358839
3,Apartment,Piramal Vaikunth Cluster 1,Thane West,1908,2.0,Cr,Under Construction,Unknown,20000000.0,10482.180293501047
2,Apartment,Motwani Builders Deep Tower,Andheri West,1100,2.4,Cr,Ready to move,Unknown,24000000.0,21818.18181818182
2,Apartment,DLH Darpan,Andheri West,990,2.3,Cr,Ready to move,Unknown,23000000.0,23232.323232323233
4,Apartment,Ashford Royale Tower A,Bhandup West,2225,4.6,Cr,Under Construction,New,46000000.0,20674.157303370786
5,Apartment,Runwal Sanctuary,Mulund West,2100,4.75,Cr,Under Construction,New,47500000.0,22619.04761904762
2,Apartment,Raymond Ten X Habitat Raymond Realty Tower E,Thane West,824,93.0,L,Ready to move,Resale,9300000.0,11286.40776699029
2,Apartment,Reputed Builder Mangla Tower,Belapur,1050,1.36,Cr,Ready to move,Resale,13600000.000000002,12952.380952380954
4,Apartment,EV Zion I,Seawoods,1150,1.65,Cr,Ready to move,Resale,16500000.0,14347.826086956522
2,Apartment,Cidco NRI Complex,Seawoods,1105,2.15,Cr,Ready to move,Resale,21500000.0,19457.013574660632
2,Apartment,Cidco NRI Complex,Seawoods,1105,2.25,Cr,Ready to move,Resale,22500000.0,20361.990950226245
2,Apartment,Rattan Icon,Seawoods,1150,1.8,Cr,Ready to move,Resale,18000000.0,15652.173913043478
2,Apartment,Akshar Alvario,Seawoods,1250,1.65,Cr,Ready to move,Resale,16500000.0,13200.0
2,Apartment,Cidco NRI Complex,Seawoods,1105,2.2,Cr,Ready to move,Resale,22000000.0,19909.50226244344
4,Apartment,Cidco NRI Complex,Seawoods,1105,2.05,Cr,Ready to move,Resale,20500000.0,18552.036199095022
3,Apartment,Greenscape The Residence,Seawoods,1850,2.75,Cr,Ready to move,New,27500000.0,14864.864864864865
2,Apartment,C Teja Signature,Belapur,1050,1.85,Cr,Ready to move,Resale,18500000.0,17619.04761904762
2,Apartment,Parth Magnus,Sanpada,1150,1.85,Cr,Ready to move,Resale,18500000.0,16086.95652173913
2,Apartment,Ishwar Gracia,Seawoods,1150,1.6,Cr,Ready to move,Resale,16000000.0,13913.04347826087
2,Apartment,Tricity Panache,Seawoods,950,1.8,Cr,Ready to move,Resale,18000000.0,18947.36842105263
3,Apartment,Indiabulls Park 3,Panvel,1650,1.25,Cr,Under Construction,New,12500000.0,7575.757575757576
3,Apartment,Metro The Palms,Seawoods,1750,2.95,Cr,Ready to move,Resale,29500000.0,16857.14285714286
3,Apartment,Bhumiraj Hermitage,Sanpada,1560,3.1,Cr,Ready to move,Resale,31000000.0,19871.79487179487
3,Apartment,Reputed Builder Bhakti Residency,Sanpada,1450,2.5,Cr,Ready to move,Resale,25000000.0,17241.379310344826
3,Apartment,Paradise Sai Ansh,Sanpada,1450,2.8,Cr,Ready to move,Resale,28000000.0,19310.344827586207
2,Apartment,Cidco Millennium Tower,Sanpada,950,1.65,Cr,Ready to move,Resale,16500000.0,17368.42105263158
2,Apartment,Reputed Builder Sea Breeze Tower,Nerul,1160,2.5,Cr,Ready to move,Resale,25000000.0,21551.724137931036
3,Apartment,B and M Vasundhara Heights,Nerul,1550,2.55,Cr,Ready to move,Resale,25500000.0,16451.612903225807
2,Apartment,Juhi Greens,Seawoods,1150,1.95,Cr,Ready to move,Resale,19500000.0,16956.521739130436
2,Apartment,Akshar Siddhi Heights,Nerul,1050,1.6,Cr,Ready to move,Resale,16000000.0,15238.095238095239
2,Apartment,Neelsidhi Jai Balaji CHS,Nerul,1150,1.65,Cr,Ready to move,Resale,16500000.0,14347.826086956522
3,Apartment,L And T Seawoods West Square,Seawoods,1750,3.75,Cr,Under Construction,New,37500000.0,21428.571428571428
2,Apartment,Ahuja Harbour Estate,Nerul,1150,1.9,Cr,Ready to move,Resale,19000000.0,16521.739130434784
2,Apartment,Indiabulls Park,Panvel,1150,71.0,L,Ready to move,New,7100000.0,6173.913043478261
2,Apartment,Akshar Alvario,Seawoods,1250,1.65,Cr,Ready to move,Resale,16500000.0,13200.0
2,Apartment,Chamunda Serene,Seawoods,950,1.65,Cr,Ready to move,Resale,16500000.0,17368.42105263158
3,Apartment,Platinum Crescenzo,Seawoods,1350,3.5,Cr,Ready to move,Resale,35000000.0,25925.925925925927
3,Apartment,Reputed Builder BPCL,Seawoods,1650,3.0,Cr,Ready to move,Resale,30000000.0,18181.81818181818
2,Apartment,Reputed Builder Zenith CHS,Nerul,1150,2.0,Cr,Ready to move,Resale,20000000.0,17391.304347826088
2,Apartment,Metro The Palms,Seawoods,1050,2.25,Cr,Ready to move,Resale,22500000.0,21428.571428571428
3,Apartment,Progressive Celebrity,Belapur,1550,2.4,Cr,Ready to move,Resale,24000000.0,15483.870967741936
3,Apartment,Sai Apramit,Seawoods,1650,2.6,Cr,Ready to move,Resale,26000000.0,15757.575757575758
3,Apartment,Reputed Builder Zenith,Seawoods,1450,2.75,Cr,Ready to move,Resale,27500000.0,18965.51724137931
3,Apartment,Reputed Builder Sea Breeze Tower,Nerul,1650,3.5,Cr,Ready to move,Resale,35000000.0,21212.121212121212
3,Apartment,Vaishnavi Tower,Seawoods,1250,2.25,Cr,Ready to move,Resale,22500000.0,18000.0
2,Apartment,C Teja Signature,Belapur,1150,1.85,Cr,Ready to move,Resale,18500000.0,16086.95652173913
2,Apartment,Platinum Venecia,Nerul,1150,1.75,Cr,Ready to move,Resale,17500000.0,15217.391304347826
3,Apartment,Paradise Sai Pride,Sanpada,1700,3.75,Cr,Ready to move,Resale,37500000.0,22058.823529411766
3,Apartment,Akshar Alvario,Seawoods,1600,3.7,Cr,Ready to move,Resale,37000000.0,23125.0
5,Apartment,Shree Kshitij,Sanpada,2550,7.0,Cr,Ready to move,Resale,70000000.0,27450.980392156864
1,Apartment,Satyam Peace Of Mind,Kharghar,650,65.0,L,Under Construction,New,6500000.0,10000.0
2,Apartment,OM Paradise,Seawoods,1050,1.65,Cr,Ready to move,Resale,16500000.0,15714.285714285714
3,Apartment,Bhumiraj Iraisaa,Sanpada,1650,3.4,Cr,Ready to move,Resale,34000000.0,20606.060606060608
3,Apartment,Satyam Peace Of Mind,Kharghar,1350,1.48,Cr,Under Construction,New,14800000.0,10962.962962962964
2,Apartment,Satyam Peace Of Mind,Kharghar,950,87.0,L,Under Construction,New,8700000.0,9157.894736842105
2,Apartment,Arihant Aakarshan Phase 1,Taloja,850,44.0,L,Under Construction,New,4400000.0,5176.470588235294
1,Apartment,Arihant Aakarshan Phase 1,Taloja,650,29.0,L,Under Construction,New,2900000.0,4461.538461538462
1,Apartment,Juhi Niharika absolute,Kharghar,850,70.0,L,Under Construction,Resale,7000000.0,8235.29411764706
2,Apartment,Kalpataru Riverside,Panvel,1105,1.1,Cr,Under Construction,New,11000000.0,9954.75113122172
2,Apartment,Cidco NRI Complex,Seawoods,1105,2.25,Cr,Ready to move,Resale,22500000.0,20361.990950226245
2,Apartment,Sara Kshipra,Sanpada,1150,1.85,Cr,Ready to move,Resale,18500000.0,16086.95652173913
2,Apartment,Tharwani Tharwani Heights,Sanpada,1150,2.5,Cr,Ready to move,Resale,25000000.0,21739.130434782608
2,Apartment,Priyanka Heritage,Sanpada,1150,1.9,Cr,Ready to move,Resale,19000000.0,16521.739130434784
2,Apartment,Bhairaav Signature,Belapur,1150,1.7,Cr,Ready to move,Resale,17000000.0,14782.608695652174
2,Apartment,Godrej The Highlands Godrej City,Panvel,950,75.0,L,Under Construction,New,7500000.0,7894.736842105263
2,Apartment,Chamunda Kesar Paradise,Nerul,1105,1.76,Cr,Ready to move,Resale,17600000.0,15927.601809954751
3,Apartment,Godrej The Highlands Godrej City,Panvel,1350,1.4,Cr,Under Construction,New,14000000.0,10370.37037037037
2,Apartment,Kapil Bayview,Byculla,750,2.85,Cr,Ready to move,Resale,28500000.0,38000.0
3,Apartment,Bombay ICC,Wadala,2174,6.25,Cr,Ready to move,New,62500000.0,28748.85004599816
2,Apartment,Reputed Builder Sterling Tower,Mazgaon,920,3.69,Cr,Ready to move,Resale,36900000.0,40108.69565217391
2,Apartment,Marathon MonteSouth,Byculla,1200,2.74,Cr,Under Construction,New,27400000.000000004,22833.333333333336
2,Apartment,One India Tower,Byculla,945,1.9,Cr,Ready to move,Resale,19000000.0,20105.820105820105
2,Apartment,Reputed Builder Jupiter Tower,Mazgaon,800,3.81,Cr,Ready to move,Resale,38100000.0,47625.0
2,Apartment,Lodha Kiara,Worli,1242,5.75,Cr,Ready to move,Resale,57500000.0,46296.2962962963
3,Apartment,Nathani Heights,Agripada,1350,6.0,Cr,Ready to move,New,60000000.0,44444.444444444445
2,Apartment,Rapid Maimoon Tower,Byculla,720,2.37,Cr,Ready to move,Resale,23700000.0,32916.666666666664
2,Apartment,Aryan Land Breeze,Kharghar,1030,92.0,L,Ready to move,Resale,9200000.0,8932.038834951456
3,Apartment,Aryan Land Breeze,Kharghar,1350,1.4,Cr,Ready to move,Resale,14000000.0,10370.37037037037
1,Apartment,Arihant Clan Aalishan Phase 1,Kharghar,781,75.0,L,Ready to move,New,7500000.0,9603.072983354674
1,Apartment,Redundant Dolphin Park View,Kharghar,650,62.0,L,Ready to move,Resale,6200000.0,9538.461538461539
3,Apartment,The Legend,Sector 19 Kharghar,1254,2.2,Cr,Ready to move,Resale,22000000.0,17543.859649122805
2,Apartment,Goodwill Goodwill Gardens,Kharghar,960,1.1,Cr,Ready to move,Resale,11000000.0,11458.333333333334
2,Apartment,Mahaavir Jyoti,Kharghar,1200,1.25,Cr,Ready to move,Resale,12500000.0,10416.666666666666
2,Apartment,Om Om Shanti,Kharghar,930,78.0,L,Ready to move,Resale,7800000.0,8387.09677419355
2,Apartment,Arihant Aradhana,Kharghar,1150,1.35,Cr,Ready to move,Resale,13500000.0,11739.130434782608
2,Apartment,Asian Galaxy,Kharghar,1170,1.05,Cr,Ready to move,Resale,10500000.0,8974.358974358975
1,Apartment,Reputed Builder SpaghettiComplex,Kharghar,610,70.0,L,Ready to move,Resale,7000000.0,11475.409836065573
1,Apartment,Cidco Spaghetti,Kharghar,610,65.0,L,Ready to move,Resale,6500000.0,10655.737704918032
2,Apartment,Paradise Sai Mannat,Kharghar,1230,1.5,Cr,Ready to move,Resale,15000000.0,12195.121951219513
2,Apartment,Reputed Builder Shankeshwar,Kharghar,820,95.0,L,Ready to move,Resale,9500000.0,11585.365853658537
2,Apartment,Reputed Builder Sai Malhar,Kharghar,530,42.0,L,Ready to move,New,4200000.0,7924.528301886792
1,Apartment,Reputed Builder Gharkul Complex,Kharghar,550,54.0,L,Ready to move,Resale,5400000.0,9818.181818181818
2,Apartment,Gajra Bhoomi Heights,Kharghar,1210,1.35,Cr,Ready to move,Resale,13500000.0,11157.02479338843
2,Apartment,Reliable Balaji Amrut,Kharghar,1200,1.05,Cr,Ready to move,Resale,10500000.0,8750.0
2,Apartment,Tharwani Heritage,Kharghar,1000,1.2,Cr,Ready to move,Resale,12000000.0,12000.0
3,Apartment,Swaraj Homes Shanti Kunj CHS,Kharghar,1350,1.25,Cr,Ready to move,Resale,12500000.0,9259.25925925926
2,Apartment,Trishul Patel Heritage,Kharghar,1200,2.0,Cr,Ready to move,Resale,20000000.0,16666.666666666668
2,Apartment,Reputed Builder Mahavir Shradha,Kharghar,900,95.0,L,Ready to move,Resale,9500000.0,10555.555555555555
2,Apartment,Mahaavir Mahavir Astha,Kharghar,1100,1.5,Cr,Ready to move,Resale,15000000.0,13636.363636363636
2,Apartment,Paradise Sai Crystals,Kharghar,1175,1.3,Cr,Ready to move,Resale,13000000.0,11063.829787234043
2,Apartment,Anmol Sadan,Kharghar,850,75.0,L,Ready to move,Resale,7500000.0,8823.529411764706
2,Apartment,Nath Elite Grandeur,Kharghar,1100,1.25,Cr,Ready to move,Resale,12500000.0,11363.636363636364
1,Studio Apartment,Reputed Builder Shree Shanti Niketan,Kharghar,400,40.0,L,Ready to move,Resale,4000000.0,10000.0
2,Apartment,Paradise Sai Suncity,Taloja,1150,60.5,L,Under Construction,New,6050000.0,5260.869565217391
2,Apartment,Arihant 5 Anaika,Taloja,950,45.0,L,Under Construction,New,4500000.0,4736.8421052631575
1,Apartment,Arihant 5 Anaika,Taloja,684,31.0,L,Under Construction,New,3100000.0,4532.163742690059
1,Apartment,Arihant Aakarshan Phase 1,Taloja,575,29.75,L,Under Construction,New,2975000.0,5173.913043478261
2,Apartment,Arihant Aakarshan Phase 1,Taloja,850,44.0,L,Under Construction,New,4400000.0,5176.470588235294
2,Apartment,Mahaavir Exotique Phase I,Taloja,577,64.0,L,Under Construction,New,6400000.0,11091.854419410745
2,Apartment,Ambika Ambika Heritage,Kharghar,1200,1.32,Cr,Ready to move,Resale,13200000.0,11000.0
1,Apartment,Nisarg Hyde Park,Kharghar,670,68.0,L,Ready to move,Resale,6800000.0,10149.253731343284
2,Apartment,Prajapati Gaurav,Kharghar,1000,1.28,Cr,Ready to move,Resale,12800000.0,12800.0
1,Apartment, Shah Alphine,Kharghar,670,67.0,L,Ready to move,Resale,6700000.0,10000.0
4,Apartment,Reputed Builder Jalvayu Vihar Phase 2,Kharghar,1100,1.35,Cr,Ready to move,Resale,13500000.0,12272.727272727272
1,Apartment,Nisarg Hyde Park,Kharghar,655,67.0,L,Ready to move,Resale,6700000.0,10229.007633587786
3,Apartment,Adhiraj Gardens,Kharghar,1700,1.75,Cr,Ready to move,Resale,17500000.0,10294.117647058823
2,Apartment,Swastik Windsor Heights,Kharghar,1200,1.32,Cr,Ready to move,Resale,13200000.0,11000.0
2,Apartment,Reputed Builder Surya Prabha Apartment,Kharghar,909,87.0,L,Ready to move,Resale,8700000.0,9570.957095709571
1,Apartment,Aristo Universal Bliss,Kharghar,665,52.0,L,Ready to move,Resale,5200000.0,7819.548872180451
2,Apartment,Prajapati Lawns,Kharghar,1160,1.2,Cr,Ready to move,Resale,12000000.0,10344.827586206897
1,Apartment,Sanghvi Sanghvi S3 Ecocity Woods,Mira Road East,700,56.0,L,Under Construction,New,5600000.0,8000.0
2,Apartment,Unique Estate Mumbai,Mira Road East,1040,95.0,L,Ready to move,Resale,9500000.0,9134.615384615385
2,Apartment,Mayur Sheetal Heights,Mira Road East,1050,88.0,L,Ready to move,Resale,8800000.0,8380.952380952382
1,Apartment,Amar Vinay Heritage,Mira Road East,650,58.0,L,Under Construction,New,5800000.0,8923.076923076924
2,Apartment,Space Residence II Building No 4 B,Mira Road East,1050,85.0,L,Under Construction,New,8500000.0,8095.238095238095
1,Apartment,Unique Ivana,Mira Road East,710,65.0,L,Under Construction,New,6500000.0,9154.929577464789
1,Apartment,Pratik Shree Sharanam,Mira Road East,690,55.0,L,Ready to move,Resale,5500000.0,7971.014492753623
1,Apartment,Sadguru Complex,Mira Road East,650,57.0,L,Ready to move,Resale,5700000.0,8769.23076923077
1,Apartment,Sunder Angan,Mira Road East,660,58.5,L,Ready to move,Resale,5850000.0,8863.636363636364
2,Apartment,Neelyog Virat,Malad East,1200,1.85,Cr,Under Construction,New,18500000.0,15416.666666666666
1,Apartment,PNK Poonam Sagar Complex,Mira Road East,675,61.0,L,Ready to move,Resale,6100000.0,9037.037037037036
2,Apartment,Shreeji Atlantis ,Malad West,1250,1.8,Cr,Under Construction,New,18000000.0,14400.0
3,Apartment,Reputed Builder Landmark Towers,Dadar East,1200,4.5,Cr,Ready to move,Resale,45000000.0,37500.0
2,Apartment,Salangpur Salasar Aangan,Mira Road East,980,79.5,L,Ready to move,Resale,7950000.0,8112.244897959184
2,Apartment,RNA NG N G Tivoli Phase I,Mira Road East,980,79.8,L,Ready to move,Resale,7980000.0,8142.857142857143
1,Apartment,Shree Swastick Heights,Virar,690,32.0,L,Ready to move,Resale,3200000.0,4637.68115942029
1,Apartment,Agarwal Paramount,Virar,690,39.0,L,Ready to move,New,3900000.0,5652.173913043478
1,Apartment,Vinay Unique Sun Heights,Virar,690,32.0,L,Ready to move,New,3200000.0,4637.68115942029
1,Apartment,Adinath Group Arpan,Ulwe,700,47.0,L,Ready to move,Resale,4700000.0,6714.285714285715
1,Apartment,Cosmos Heritage,Thane West,650,70.0,L,Ready to move,Resale,7000000.0,10769.23076923077
3,Apartment,Kalpataru Srishti Namaah,Mira Road East,878,1.49,Cr,Under Construction,New,14900000.0,16970.387243735764
3,Apartment,Kalpataru Srishti Namaah,Mira Road East,878,1.48,Cr,Under Construction,New,14800000.0,16856.49202733485
2,Apartment,Kalpataru Srishti Namaah,Mira Road East,573,94.6,L,Under Construction,New,9460000.0,16509.59860383944
2,Apartment,Kalpataru Srishti Namaah,Mira Road East,596,96.5,L,Under Construction,New,9650000.0,16191.275167785236
1,Apartment,Man Aaradhya Parkwood 1,Mira Road East,410,72.0,L,Under Construction,New,7200000.0,17560.975609756097
2,Apartment,Agarwal Vinay Heights,Mira Road East,1020,92.0,L,Under Construction,New,9200000.0,9019.607843137255
1,Apartment,Star Sayba Icon,Kurla,710,1.08,Cr,Under Construction,New,10800000.0,15211.267605633802
2,Apartment,Roha Realty Roha Vatika,Kurla,900,99.0,L,Under Construction,New,9900000.0,11000.0
3,Apartment,Omkar Meridia ,Kurla,1649,2.72,Cr,Under Construction,Resale,27200000.000000004,16494.845360824744
2,Apartment,Happy Home Sarvoday Greens Phase 2 Tower No 2,Bhiwandi,720,49.0,L,Under Construction,New,4900000.0,6805.555555555556
1,Apartment,Happy Home Sarvoday Greens Phase 2 Tower No 2,Bhiwandi,740,32.0,L,Under Construction,New,3200000.0,4324.324324324324
1,Apartment,Happy Home Sarvoday Greens Phase 2 Tower No 2,Bhiwandi,720,33.4,L,Under Construction,New,3340000.0,4638.888888888889
1,Apartment,Jangid Lilac,Mira Road East,660,57.0,L,Ready to move,Resale,5700000.0,8636.363636363636
1,Apartment,Sadguru Complex,Mira Road East,650,56.0,L,Ready to move,Resale,5600000.0,8615.384615384615
1,Apartment,Sahakar Premier,Mira Road East,720,52.0,L,Ready to move,Resale,5200000.0,7222.222222222223
1,Apartment,Kanungo Shreepati 1,Mira Road East,650,43.0,L,Ready to move,Resale,4300000.0,6615.384615384615
1,Apartment,Buddha Ozone 3,Mira Road East,660,49.0,L,Ready to move,Resale,4900000.0,7424.242424242424
1,Apartment,Sahakar Premier,Mira Road East,720,51.85,L,Ready to move,Resale,5185000.0,7201.388888888889
2,Apartment,Vinay Classic,Mira Road East,960,76.0,L,Ready to move,Resale,7600000.0,7916.666666666667
1,Apartment,Jangid Lilac,Mira Road East,660,57.0,L,Ready to move,Resale,5700000.0,8636.363636363636
2,Apartment,Seven Eleven Residency,Mira Road East,975,80.0,L,Ready to move,Resale,8000000.0,8205.128205128205
2,Apartment,Sahakar Premier,Mira Road East,1060,74.5,L,Ready to move,Resale,7450000.0,7028.301886792453
2,Apartment,Seven Eleven Residency,Mira Road East,975,75.0,L,Ready to move,Resale,7500000.0,7692.307692307692
2,Apartment,Pratik Swarna,Mira Road East,975,85.0,L,Ready to move,Resale,8500000.0,8717.948717948719
1,Apartment,Buddha Buddha Ozone II,Mira Road East,660,56.0,L,Ready to move,Resale,5600000.0,8484.848484848484
2,Apartment,Vasudev Om Shubh Chintak,Mira Road East,930,72.0,L,Ready to move,Resale,7200000.0,7741.935483870968
2,Apartment,Jp Esquire,Bhayandar East,1089,1.09,Cr,Under Construction,New,10900000.0,10009.182736455463
2,Apartment,Jp Esquire,Bhayandar East,1089,1.08,Cr,Under Construction,New,10800000.0,9917.355371900827
1,Apartment,Laxmi Shankar Heights Phase 2,Ambernath West,680,22.0,L,Ready to move,Resale,2200000.0,3235.294117647059
2,Apartment,Jp Esquire,Bhayandar East,1071,1.08,Cr,Under Construction,New,10800000.0,10084.033613445377
2,Apartment,Jp Esquire,Bhayandar East,1071,1.06,Cr,Under Construction,New,10600000.0,9897.292250233426
1,Apartment,Jp Esquire,Bhayandar East,756,72.6,L,Under Construction,New,7259999.999999999,9603.174603174602
1,Apartment,Jp Esquire,Bhayandar East,729,69.8,L,Under Construction,New,6980000.0,9574.759945130316
1,Apartment,Jp Esquire,Bhayandar East,756,69.9,L,Under Construction,New,6990000.000000001,9246.031746031747
1,Apartment,Jp Esquire,Bhayandar East,729,68.5,L,Under Construction,New,6850000.0,9396.433470507545
2,Apartment,Progressive Prive,Ulwe,1175,90.0,L,Under Construction,Resale,9000000.0,7659.574468085107
1,Apartment,Skyline Heritage,Ulwe,710,45.21,L,Ready to move,Resale,4521000.0,6367.605633802817
1,Apartment,Gurukrupa Aramus Galassia,Ulwe,695,56.0,L,Ready to move,Resale,5600000.0,8057.553956834532
1,Apartment,Gurukrupa Aramus Galassia,Ulwe,700,59.0,L,Ready to move,Resale,5900000.0,8428.57142857143
2,Apartment,Bhagwati Silver Heights,Ulwe,1125,72.51,L,Ready to move,Resale,7251000.000000001,6445.333333333334
1,Apartment,Skyline Heritage,Ulwe,700,45.0,L,Ready to move,Resale,4500000.0,6428.571428571428
2,Apartment,Kailash Pratik Renaissance,Ulwe,1200,79.0,L,Ready to move,Resale,7900000.0,6583.333333333333
1,Apartment,Pragati Infra Crystal,Ulwe,700,54.0,L,Ready to move,Resale,5400000.0,7714.285714285715
2,Apartment,Kalpataru Park Riviera,Panvel,1109,1.1,Cr,Under Construction,New,11000000.0,9918.845807033364
2,Apartment,Reputed Builder Suraj Park,Kamothe,850,80.0,L,Ready to move,Resale,8000000.0,9411.764705882353
2,Apartment,Gajra Bhoomi Gardenia 2,Kalamboli,1100,85.0,L,Ready to move,Resale,8500000.0,7727.272727272727
2,Apartment,Shanti Hari Heritage,Kamothe,1129,1.05,Cr,Ready to move,Resale,10500000.0,9300.265721877768
3,Apartment,Shapoorji Pallonji Vicinia,Powai,1200,3.5,Cr,Ready to move,Resale,35000000.0,29166.666666666668
3,Apartment,Runwal Runwal Forests Tower 9 To 11,Kanjurmarg,1000,2.6,Cr,Ready to move,Resale,26000000.0,26000.0
2,Apartment,Runwal Forest Tower 5 To 8,Kanjurmarg,700,1.6,Cr,Ready to move,Resale,16000000.0,22857.14285714286
2,Apartment,Kailash Pratik Renaissance,Ulwe,1245,80.0,L,Ready to move,Resale,8000000.0,6425.70281124498
